task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
107	55/561bd4	2529885	NFCORE_FETCHNGS:SRA:FASTQ_DOWNLOAD_PREFETCH_FASTERQDUMP_SRATOOLS:SRATOOLS_FASTERQDUMP (SRX28439211_SRR33191567)	CACHED	0	2025-06-04 17:16:55.283	2m 20s	2m 19s	521.8%	74.8 MB	987.1 MB	16 GB	16.4 GB
144	17/8b4c1f	-	NFCORE_FETCHNGS:SRA:SRA_TO_SAMPLESHEET (ERX5184869_ERR5400142)	COMPLETED	-	2025-06-04 17:23:55.574	109ms	1ms	-	-	-	-	-
116	07/c1826e	2471768	NFCORE_FETCHNGS:SRA:FASTQ_DOWNLOAD_PREFETCH_FASTERQDUMP_SRATOOLS:SRATOOLS_FASTERQDUMP (SRX6755613_SRR10017654)	CACHED	0	2025-06-04 17:01:38.318	17.3s	17s	424.1%	70.4 MB	987.1 MB	1.1 GB	1.2 GB
130	ce/77afa5	2483008	NFCORE_FETCHNGS:SRA:FASTQ_DOWNLOAD_PREFETCH_FASTERQDUMP_SRATOOLS:SRATOOLS_FASTERQDUMP (SRX19260942_SRR23318345)	CACHED	0	2025-06-04 17:02:54.338	4.6s	4s	333.1%	62.9 MB	981.1 MB	276.5 MB	276.6 MB
146	f9/cedea5	-	NFCORE_FETCHNGS:SRA:SRA_TO_SAMPLESHEET (SRX17245625_SRR21236084)	COMPLETED	-	2025-06-04 17:23:55.721	4ms	1ms	-	-	-	-	-
145	85/5baaff	-	NFCORE_FETCHNGS:SRA:SRA_TO_SAMPLESHEET (SRX12412076_SRR16126677)	COMPLETED	-	2025-06-04 17:23:55.718	4ms	1ms	-	-	-	-	-
128	91/aad75c	2519601	NFCORE_FETCHNGS:SRA:FASTQ_DOWNLOAD_PREFETCH_FASTERQDUMP_SRATOOLS:SRATOOLS_FASTERQDUMP (ERX9551285_ERR10010326)	CACHED	0	2025-06-04 17:11:08.641	15.1s	14s	183.6%	353.4 MB	1.1 GB	1.6 GB	1.6 GB
148	52/6c7cd5	-	NFCORE_FETCHNGS:SRA:SRA_TO_SAMPLESHEET (SRX6755613_SRR10017654)	COMPLETED	-	2025-06-04 17:23:55.724	12ms	1ms	-	-	-	-	-
147	32/993d81	-	NFCORE_FETCHNGS:SRA:SRA_TO_SAMPLESHEET (SRX28439211_SRR33191567)	COMPLETED	-	2025-06-04 17:23:55.723	9ms	6ms	-	-	-	-	-
149	87/87e97d	-	NFCORE_FETCHNGS:SRA:SRA_TO_SAMPLESHEET (SRX19260942_SRR23318345)	COMPLETED	-	2025-06-04 17:23:55.736	11ms	1ms	-	-	-	-	-
150	9e/483a8d	-	NFCORE_FETCHNGS:SRA:SRA_TO_SAMPLESHEET (ERX9551285_ERR10010326)	COMPLETED	-	2025-06-04 17:23:55.752	3ms	1ms	-	-	-	-	-
115	92/e372ea	2520642	NFCORE_FETCHNGS:SRA:FASTQ_DOWNLOAD_PREFETCH_FASTERQDUMP_SRATOOLS:SRATOOLS_FASTERQDUMP (SRX23148725_SRR27477368)	CACHED	0	2025-06-04 17:11:23.733	3m 1s	3m	509.3%	163 MB	1 GB	36.6 GB	37 GB
151	e2/95a42c	-	NFCORE_FETCHNGS:SRA:SRA_TO_SAMPLESHEET (SRX23148725_SRR27477368)	COMPLETED	-	2025-06-04 17:23:55.803	6ms	1ms	-	-	-	-	-
152	60/6a2132	45945	NFCORE_FETCHNGS:SRA:MULTIQC_MAPPINGS_CONFIG (1)	COMPLETED	0	2025-06-04 17:23:55.980	1.4s	1s	31.4%	3.4 MB	9.8 MB	440.6 KB	9.9 KB
